Date;Tweet;Hashtags/keyword;Sentiment
15/03/2020;"https://m.kumparan.com/kumparannews/kabar-baik-dari-rs-persahabatan-sudah-6-orang-positif-corona-sembuh-1t1drsIAOxG …

Alhamdulillah, puji syukur Indonesia bisa.

Khusus RSUP Persahabatan sendiri kini telah mengkonfirmasi 6 pasien sembuh Corona

#CoronaVirusUpdates #corona #coronavirus #VirusCoronaIndonesia";['#VirusCoronaindonesia'];positif
15/03/2020;"Waspada harus, cari solusi harus, panik manusiawi.TAPI tidak untuk melupakan yang mempunyai dunia dan isinya ALLAH,semua itu atas izin ALLAH.serahkan semua nya kepada ALLAH.semoga ALLAH mengampuni dosa dosa kita semua. Aamiin 

#VirusCoronaIndonesia
#muhasabahdiri
#primapropolispic.twitter.com/kYsd5AZ0UJ";['#VirusCoronaindonesia'];netral
15/03/2020;"Pemerintah umumkan Stimulus Ekonomi Jilid II, termasuk stimulasi fiskal maupun non-fiskal. #LawanCoronaBersama #VirusCoronaIndonesia
#DukungJokowiBasmiCoronapic.twitter.com/EMa2bGnnmD";['#VirusCoronaindonesia'];positif
15/03/2020;¯(°_o)¯haduuuuuuh••••di negara asal #VIRUS_CORONA menurun di Indonesia malah meningkat #VirusCoronaupdate #VirusCoronaIndonesia  https://twitter.com/VIVAcoid/status/1238873659046948864 …;['#VirusCoronaindonesia'];negatif
15/03/2020;"Solusi utama untuk menghindari Virus Corona adalah berdoa kepada Tuhan dan minta perlindungan dariNya karena dialah dokter diatas segala dokter.

@CoronaVid19 @PandemicGuide #VirusCoronaupdate #LawanCorona #VirusCorona #VIRUS_CORONA #VirusCoronaIndonesia";['#VirusCoronaindonesia'];positif
15/03/2020;"Satu persatu pusaran kekuasaan  akan menerima balasan..
#VirusCoronaIndonesia";['#VirusCoronaindonesia'];negatif
15/03/2020;"Mari berpikir kritis para pihak berwenang. Bukan maksud saya sok jagoan, tapi jangan sampai PENERUS BANGSA dikorbankan untuk hal ini.
#VirusCoronaIndonesia
#JatengLawanCorona 
silakan yg mau retweet / share buat temen..pic.twitter.com/rRLekuwn2Z";['#VirusCoronaindonesia'];negatif
15/03/2020;Ini Ngeri banget deh ... kegiatan Menteri Perhubungan sebelum positif mengidap virus Corona ... #VirusCoronaIndonesia #VIRUS_CORONApic.twitter.com/R5uokdxh7T;['#VirusCoronaindonesia'];negatif
15/03/2020;Bisa jadi Menhub yg terpapar Corona 2 minggu terakhir pernah berinteraksi dengan mentri lainya termasuk presiden...#VirusCoronaIndonesia;['#VirusCoronaindonesia'];negatif
15/03/2020;Yang lain Siaga Darurat Corona ini malahan kongres.  Hadeuuuhh...indonesaaaahh..indonesaahh..#VirusCoronaIndonesia #partaidemokrathttps://twitter.com/detikcom/status/1239044495142014982 …;['#VirusCoronaindonesia'];negatif
15/03/2020;Ayo dukung lock Down segera di Indonesia , untuk mencegah penyebaran yg lebih masif .. GBU  #LockDownIndonesia #VirusCoronaIndonesia #VirusCoronaupdate #jokowi #menkes #balilockdown #bnpbpic.twitter.com/OABSkRPgwK;['#VirusCoronaindonesia'];positif
15/03/2020;Hrp smuanya bs lebih bijaksana dlm menyingkapi smua informasi yg beredar dgn cepat secepat penularan #VirusCoronaIndonesia yg jg cepat penyebarannya.....sabar dan selalu berdoa KPD Allah SWT  sodara2 sebangsa dan se-Indonesia  https://twitter.com/blondebluray/status/1239038790292787200 …;['#VirusCoronaindonesia'];positif
15/03/2020;"Cara Pemerintah Tangani Wabah Corona Harus Dikritik https://pwmu.co/137559/03/14/cara-pemerintah-tangani-wabah-corona-harus-dikritik/ …
#VirusCorona #VirusCoronaIndonesia #MenteriPerhubungan";['#VirusCoronaindonesia'];negatif
06/03/2020;"Pemprov @DKIJakarta sudah mengembangkan microsite untuk informasi ttg Tindakan, Pemantauan dan Aksi Pemprov terkait #COVID19 di DKI.

Apakah Pemerintah Pusat sudah memiliki Situs Online Nasional yg bisa di akses masyarakat untuk mengetahui Info terkait #VirusCoronaIndonesia? https://twitter.com/Dogelkarya82/status/1235823862018801665 …";['#VirusCoronaindonesia'];positif
06/03/2020;"Bersabar Kuatkan dan Teguhkan Hatimu, sebab engkaulah yg akan memimpin bangsa ini memiliki negri yg KU-janjikan .!

#VirusCorona #VirusCoronaIndonesia";['#VirusCoronaindonesia'];positif
06/03/2020;"Alhamdullilah ikut senang untuk 2 pasien tersebut .semoga cepat sembuh dan bisa cepat pulang ke rumah ya . Aamiin yra . #VirusCorona #VirusCoronaindonesia
https://www.cnbcindonesia.com/news/20200306161543-4-143059/rspi-insyallah-dua-pasien-positif-corona-akan-sembuh …";['#VirusCoronaindonesia'];positif
06/03/2020;"lebih baik mencegah drpda mengobati

#indoneisa #VirusCoronaindonesia #propolispic.twitter.com/JPC7EvUuGZ";['#VirusCoronaindonesia'];netral
06/03/2020;"coronaaa meradang di indonesia, depok sudah ada korban, belum lagi abk yg di pulau seribu, ampunnn semakin hari semakin ngerii. 

#VirusCoronaindonesia #Ebenn3 #kemenkes";['#VirusCoronaindonesia'];negatif
06/03/2020;"Kerasss !!! 
#VirusCoronaindonesia #VirusCorona
#CoronaAlert
#KABAH
#Islamhttps://www.gelora.co/2020/03/cegah-corona-kim-jong-un-terapkan.html?m=1 …";['#VirusCoronaindonesia'];netral
06/03/2020;Presiden Jokowi pastikan kebutuhan pokok dan obat-obatan domestik memadai. Berbelanja secara berlebihan justru membuat langk kebutuhan tersebut. #VirusCoronaindonesia #WaspadaVirusCorona #CoronaAlertpic.twitter.com/7x16DPtz5M;['#VirusCoronaindonesia'];positif
06/03/2020;Apakah #CoronaAlert #COVID19 #2019nCoV #VirusCoronaindonesia salah satu dari wabah yang dimaksud? Yuk #MuslimTwitter jaga sholat kita dan perbanyak juga sholat sunnah maka auto menjaga wudhupic.twitter.com/SXi19f63Dm;['#VirusCoronaindonesia'];netral
05/03/2020;"Sejumlah Pernyataan Pemerintah yang Dibantah Pasien Positif Corona... 
#Olala
#VirusCorona
#VirusCoronaIndonesia
#PanikJanganWaspadaHarushttps://nasional.kompas.com/read/2020/03/05/09025741/sejumlah-pernyataan-pemerintah-yang-dibantah-pasien-positif-corona …";['#VirusCoronaindonesia'];negatif
05/03/2020;"Skrg masker mahal. gw tuh dr dulu kalo kemana2 slalu pake masker, sampe d mall/tmpat2 umum lain sampe sering d buntutin security d kira mo maling, Skrg security nya yg always pake masker gw gak kebagean masker!
#VirusCoronaindonesia #VirusCorona #maskermahal #apakabarindonesia";['#VirusCoronaindonesia'];netral
05/03/2020;Kebijakan pemerintah Italia adalah harapan anak sekolah seluruh dunia. #VirusCoronaindonesia pic.twitter.com/h60SBX11fA;['#VirusCoronaindonesia'];netral
05/03/2020;"Teori konspirasi 

#VirusCorona
#VirusCoronaindonesia
#CoronaVirusUpdate
#news
http://tutorialjitu450.blogspot.com/2020/03/teori-konsfirasi-antara-covid-19-dan.html …";['#VirusCoronaindonesia'];netral
05/03/2020;"Banyak pemimpin pemimpin yang salah menggunakan kepemimpinan nya dengan menyebarkan kata kata hoax dan ajaran yang salah. Akibatnya timbul benih kebencian dan kesalah pahaman di negara ini.
Coba lebih bijak.
#BABI #VirusCoronaindonesia #damaibersama";['#VirusCoronaindonesia'];negatif
05/03/2020;"Beda pejabat dan penjahat?

#Masker #VirusCoronaindonesia
https://m.kumparan.com/kumparanbisnis/risma-timbun-masker-untuk-dibagikan-dki-malah-jual-rp-300-ribu-per-boks-1sxtikadtfw …";['#VirusCoronaindonesia'];negatif
05/03/2020;TIPS GERMAS menjaga diri, keluarga, dan lingkungan dari Virus corona. #PolriBantuCegahCorona. #VirusCoronaindonesia;['#VirusCoronaindonesia'];netral
05/03/2020;"Tak hanya menimbulkan korban jiwa, wabah virus ini juga membuat banyak aspek kehidupan berubah. #KAMUHARUSTAU #olahraga #coronavirus #VirusCoronaindonesia
https://www.indozone.id/sport/8Js91V/10-event-olahraga-dunia-yang-yang-terkena-efek-serangan-virus-corona …";['#VirusCoronaindonesia'];netral
05/03/2020;"Pelni sosialisasikan pencegahan virus Corona.

#news #beritaterkini #pelni #viruscoronaindonesia #upperlineid #cegahviruscoronahttps://upperline.id/post/pelni-sosialisasikan-pencegahan-virus-corona …";['#VirusCoronaindonesia'];positif
05/03/2020;"Sebagai upaya pencegahan penyebaran virus Corona di lingkungan korporasi, PLN imbau jajarannya tangguhkan perjalanan ke luar negeri.

#news #beritaterkini #breakingnews #PLN #bumn #VirusCoronaindonesia #coronavirus #upperlineidhttps://upperline.id/post/cegah-virus-corona-pln-imbau-jajarannya-tangguhkan-perjalanan-ke-luar-negeri …";['#VirusCoronaindonesia'];positif
24/04/2020;"Ini kali pertama di Jakarta tidak ada tambahan kasus positif virus corona dalam sehari.
#KAMUHARUSTAU #VirusCorona #viruscoronaindonesia
https://www.indozone.id/news/4Wsqna/kabar-baik-kali-pertama-tidak-ada-tambahan-kasus-positif-corona-di-jakarta …";['#VirusCoronaindonesia'];positif
29/04/2020;Coba bandingkan dengan di Indonesia, dimana PDP, ODP, Suspect maupun OTG dalam kasus #viruscoronaindonesia yang tidak perlu risau mengenai biaya perawatan https://twitter.com/BernieSanders/status/1255575164110192645 …;['#VirusCoronaindonesia'];positif
29/04/2020;Pandemi tuh bikin galau ya, dibilang 'bahaya' 'kasusnya nambah dari hari ke hari' -- orang jadi panik, takut, sampe ada yg ngusir tenaga kesehatan karena takut tertular, tapi kalau dibilang 'ga perlu panik' 'bisa sembuh' dsb --- orang malah jadi nggampangin #viruscoronaindonesia;['#VirusCoronaindonesia'];netral
29/04/2020;"Presiden Jokowi ingin agar data terkait virus Corona bisa diakses publik, lebih transparan dan harus terbuka.

#VirusCoronaIndonesia
#CoronaVirus
#COVID19pic.twitter.com/FBsGp7Lhgr";['#VirusCoronaindonesia'];positif
28/04/2020;Masa-masa yang mengkhawatirkan seperti ini, memerlukan kita berpikir optimis di masa depan. Apalagi jika Anda adalah salah satu pelaku Bisnis yang terkena dampak dari Virus Corona ini. #pandemi #viruscoronaindonesia http://bit.ly/2jN0hqd ;['#VirusCoronaindonesia'];netral
27/04/2020;#dirumahaja Mari kita bantu pemerintah dan paramedis ,kalau pandemi #viruscoronaindonesia bisa cepat hilang dan kita bisa beraktifitas seperti semula. Jangan kumpul2 yg ga perlu kecuali mau belanja sembako atau makanan. Ayo #hidupsehat;['#VirusCoronaindonesia'];positif
21/03/2020;"Pernah gak sih pas lagi asyik ngopi sambil ngerjakin tugas tiba"" ada satpol pp datang dan luu diusir :v 
#DiRumahAjaDulu #VirusCoronaIndonesia";['#VirusCoronaindonesia'];netral
21/03/2020;"50 Orang Terkaya di Indonesia, jika menyumbangkan 2.5% kekayaannnya utk mengatasi #VirusCoronaIndonesia betapa dahsyatnya @jokowi
https://bangka.tribunnews.com/2020/01/03/daftar-terbaru-50-orang-terkaya-di-indonesia-ada-lima-nama-baru-di-daftar-siapa-mereka … via @tribunnews";['#VirusCoronaindonesia'];positif
21/03/2020;"Hey COVID-19 jika memang kau diutus Allah untuk menghukum orang dengan kesombongannya maka selesaikanlah tugasmu sebelum bulan Ramadhan
#VIRUS_CORONA #VirusCoronaIndonesia #CoronavirusPandemic #COVIDー19";['#VirusCoronaindonesia'];netral
21/03/2020;Sebaiknya jgn terlalu byk saran n omongan sekarang ini dibutuhkan aksi kerja nyata anak bangsa melawan #VirusCoronaIndonesia https://twitter.com/AnnisaPohan/status/1241222009020772352 …;['#VirusCoronaindonesia'];positif
21/03/2020;Sepulih jempol atas aksi kerja nyata melawan #VirusCoronaIndonesia https://twitter.com/imadya/status/1241361119077228544 …;['#VirusCoronaindonesia'];positif
21/03/2020;"Survey kok bikin miris krn seperti buzzer Pemerintah sja..
#VirusCoronaIndonesia https://twitter.com/detikcom/status/1241332650087976960 …";['#VirusCoronaindonesia'];negatif
21/03/2020;"Kurangnya APD dalam hadapi Virus Cina covid19 bbrp dokter meninggal 

Masih BELUM disetop migrasi warga Cina yg datang dr Cina? 

DIHAJAR VIRUS CINA, DIJAJAH WARGA DR CINA

#VirusCorona
#VirusCoronaIndonesia https://twitter.com/jpnncom/status/1241439694723747841 …";['#VirusCoronaindonesia'];negatif
21/03/2020;Virus oh virus, mengapa kau datangnya tiba tiba datang tak di undang pulang gak di antar #VirusCoronaIndonesia;['#VirusCoronaindonesia'];netral
21/03/2020;"Feeling saya, sebenarnya kita mampu memproduksi banyak alat untuk mendeteksi plus menangkal Covid-19. Cuma karena mentalnya 'gak mau susah' alias lebih baik beli, makanya gitu! Konsumeristis jadi penanda bangsa ini.
#LawanVirusCorona
#VirusCoronaIndonesia";['#VirusCoronaindonesia'];negatif
21/03/2020;"Virus Corona mengajarkan kita untuk menjaga jarak,
Karena yang dekat belum tentu jadian,
Dan yang jadian belum tentu sampe pelaminan.

#StayHomeStaySafe
#VirusCoronaIndonesia
#CoronavirusPandemic";['#VirusCoronaindonesia'];netral
21/03/2020;"Alhamdulillah gomawo elf indonesia semoga allah membalas kebaikan kalian semua #donasielf
#VirusCoronaIndonesia
#COVID19indonesia
#elfindonesia
#labelsjhttps://twitter.com/AurelVine/status/1241374410709192704 …";['#VirusCoronaindonesia'];positif
21/03/2020;"Jangan banyak mikir, kucurkan dana untuk kebutuhan penanganan #Covid19 karena angka insidensinya tinggi sekali, wabah bisa memakan waktu lama
#VirusCoronaIndonesia https://twitter.com/IrmanputraSidin/status/1241224948124803072 …";['#VirusCoronaindonesia'];negatif
21/03/2020;"Kalean pada dimanaan kok gada pada yang muncul awokawokakwo 

#VirusCoronaIndonesia
#IndonesiaMajuCumaHalu
#VirusCinta";['#VirusCoronaindonesia'];netral
21/03/2020;"Kita udah usaha gaungkan untuk cegah penyebaran #VirusCoronaIndonesia 

Tapi kok, gini? 
#BloggerCegahCorona";['#VirusCoronaindonesia'];positif
21/03/2020;"Masih gak paham dengan orang-orang yang menyepelekan #VirusCoronaIndonesia dengan gak mau #StayAtHome dengan alasan gak betah di rumah.
MASIH ADA YANG BEGINI, YA SALAM :(
#BloggerCegahCorona";['#VirusCoronaindonesia'];netral
21/03/2020;Satu hal positif yang saya bisa ambil dari Virus Corona masuk Indonesia ialah : Masyarakat Indonesia menjadi lebih tahu tentang betapa pentingnya Kebersihan. Semoga kedepannya masyarakat Indonesia pertahankan perilaku ini #VirusCoronaIndonesia #Covid_19;['#VirusCoronaindonesia'];netral
21/03/2020;"Gw lebih parah, naik angkutan umum, kereta, bus, gtu tiap hr tp ga ada tuh insentif yg gw dpt. Apalagi skrg ada virus corona, halah ga ada perhatian bgt sm yg msh (terpaksa) ngantor.

#VirusCoronaIndonesia #VirusCoronaupdate #WorkFromHome #KerjaDiRumah";['#VirusCoronaindonesia'];negatif
21/03/2020;"Yg kerja dr rumah enak ya, dpt insentif kuota data, ga perlu ongkos brgk kerja dbsnya. Boro beda sm gw yg msh kerja ngantor, ga dpt insentif apa².
Iri? Iyalah,

#WorkFromHome #KerjaDiRumah #kerjadarirumah #VirusCoronaIndonesia #VirusCoronaupdate";['#VirusCoronaindonesia'];negatif
21/03/2020;"InsyaAllah #sabar banyak doa banyak #dzikir dan tetap 
#tawakal...pak ustadz  #VirusCoronaIndonesia #Indonesia_LockdownPlease #UpdateVirusCorona #Muslimshttps://twitter.com/nabiel_almusawa/status/1241218420219109377 …";['#VirusCoronaindonesia'];netral
21/03/2020;"Tiap hari yang positif Corona makin meningkat/menambah udah kayak followers aja hehehe
#450positif
#VirusCoronaupdate
#VirusCoronaIndonesia
#malamminggu";['#VirusCoronaindonesia'];netral
21/03/2020;"Saatnya #pendampingdesa bergerak membantu pemerintah ikut mensosialisasikan pebcegaha #VirusCoronaIndonesia
@jokowi
@Kiyai_MarufAmin
@BNPB_Indonesia
@KemenDesa
@halimiskandarnu
@PolhukamRI
@DPR_RI
@KemenkesRIhttps://suaramerdeka.news/marwan-jafar-pendamping-desa-sebagai-pusat-informasi-covid-19/ …";['#VirusCoronaindonesia'];positif
21/03/2020;"Kalau pemerintah cuma menghimbau ini itu, jangan keluar dll, susah masyarakat kalau cuma dihimbau, kalau memang lockdown, ya udah lockdown, memang bakal ada resiko dampaknya, tapi ya harus memilih.
#Covid_19 #BreakingNews #virus #VirusCoronaIndonesia";['#VirusCoronaindonesia'];negatif
21/03/2020;Semua sdh ada tugasnya bgt pun rakyat wl dirmh tp pajak tetap hrs bayar telat sehari denda berlaku,yg pending hanya tatap muka dg petugas pajak #spt #VirusCorona #VirusCoronaIndonesia;['#VirusCoronaindonesia'];negatif
21/03/2020;"Kenapa negara ini tdk geger ato heboh dgn virus ini ya...?
#VirusCorona
#VirusCoronaIndonesia
#IndonesiaMajuCumaHalu
#BreakingNews
#JogjaBO";['#VirusCoronaindonesia'];netral
21/03/2020;"Respect. Tutup dulu tempat ibadah umum. Covid bisa hidup di benda2 sekian jam. Bisa karpet, putar kran, dll. Apakah kita ingin ortu, kerabat, saudara kita yg berumur sdh lemah daya tahan tubuhnya sampai tiada krn virus ini?

#viruscorona #VirusCoronaIndonesia #CoronaIndonesiapic.twitter.com/FuYeTEfAsf";['#VirusCoronaindonesia'];positif
21/03/2020;"Jangan kau liat 25 itu angka kecil tapi liat satu nyawa itu berharga, Jangan kau senang dari 300an yang  25 yang tak beruntung
Wahai kalian bangun jangan tidur melihat hal yang seperti ini #VirusCoronaIndonesia #IndonesiaMajuCumaHalu #COVID19indonesia #IndonesianeedLeaderpic.twitter.com/it2XUz57EX";['#VirusCoronaindonesia'];negatif
21/03/2020;Salut, pak @jokowi telah bertindak cepat untuk atasi #VirusCoronaIndonesia https://twitter.com/jokowi/status/1240987334922756096 …;['#VirusCoronaindonesia'];positif
21/03/2020;"Keliatan kan seberapa nggak siap pemerintah kita serta jajarannya dalam menanggapi virus corona. https://m.republika.co.id/amp/q7hdgt354?__twitter_impression=true …
#VirusCoronaIndonesia #Covid_19 #COVID19indonesia #CoronaIndonesia";['#VirusCoronaindonesia'];negatif
21/03/2020;Bolehkah memberi pendapat yang baik ??? @fadjroeL @fadlizon @RamliRizal @jokowi #VirusCoronaIndonesia https://twitter.com/detikcom/status/1241248440459370496 …pic.twitter.com/ziL09Ep5J3;['#VirusCoronaindonesia'];netral
21/03/2020;Komitmen pada rakyat adalah yg utama bagi saya. #LawanCoronaBersama #VirusCoronaIndonesia #cegahtangkalcorona @PDI_Perjuanganpic.twitter.com/1TrWjUGFh6;['#VirusCoronaindonesia'];netral
21/03/2020;"Kata pak Joko, ""obat ini sdh dicoba di 1,2,3 Negara"", boleh tanya nggak, obat tsb sdh dicoba di Negara mana sj pak ? 

#VirusCoronaIndonesia
#COVID19indonesiahttps://twitter.com/CyberSkuad/status/1241171159208488960 …";['#VirusCoronaindonesia'];netral
21/03/2020;"Saat ini pertolongan yang paling mudah dan membantu untuk mengurangi penyebaran #Covid19 adalah tetap berada #DirumahAja

Mari bersama-sama memerangi #VirusCoronaIndonesia pic.twitter.com/EXnd5BZrcY";['#VirusCoronaindonesia'];positif
05/04/2020;"Cuma analisa n byk Rakyat seperti saya TIDAK PERCAYA @tempodotco Sepenuhnya...
Kondisi Rakyat sdh terjepit Wabah #VirusCorona n BDB jgn tambah dgn kepentingan kel Tertentu..
#VirusCoronaindonesia";['#VirusCoronaindonesia'];negatif
05/04/2020;Seiring meningkatnya angka penyebaran #VirusCoronaIndonesia khususnya di Ibukota DKI JKT, maka sesuai dgn seruan Gubernur DKI Jakarta No. 9 Tahun 2020, seluruh warga yg berada di tempat umum/menggunakan transportasi publik spt KA Bandara Railink dihimbau u/ menggunakan masker. pic.twitter.com/ctdH9i5iYE;['#VirusCoronaindonesia'];positif
05/04/2020;"Negeri ini dlm masa sulit, kita sbg Rakyat kecewa pd Pemerintahan @jokowi yg tdk mampu mengatasinya n Pejabatnya saling silang pendapat n Parpol byk yg tiarap, TAPI KITA TETAP BERUSAHA, min tdk bikin beban Masyarakat..
#VirusCoronaindonesia
https://cnnindonesia.com/nasional/20200405164318-20-490513/yuri-ingatkan-dbd-di-tengah-corona-perburuk-angka-kematian?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmed …";['#VirusCoronaindonesia'];negatif
05/04/2020;"Tunda Mudik, Sayangi Kelurga
.
#Covid19Out
#VirusCoronaindonesia
#ditlantaspoldajambipic.twitter.com/QdXNqs4T2v";['#VirusCoronaindonesia'];netral
04/04/2020;"Seharusnya tempat tempat ibadah yg diistimewakan, karena doa lebih manjur daripada obatan lainnya.
Allah SWT maha kuasa.
#VirusCoronaindonesia";['#VirusCoronaindonesia'];netral
04/04/2020;"Ada kemungkinan orang-orang yang terinfeksi virus qif terus bertambah. Ada kemungkinan waktu selesai wabah ini sekitar akhir April. Khususnya di Indonesia. Semoga itu tidak terjadi. Semoga wabah qif ini segera berakhir. Aamiin Allohumma aamiin. 

#VirusCoronaindonesia";['#VirusCoronaindonesia'];netral
04/04/2020;"Mari, semua kembali kepada hakikat dari kita diciptakanNya, kita diciptakan se-mata2 hny utk beribadah kepadaNya
#VirusCorona #VirusCoronaindonesia #Covid_19";['#VirusCoronaindonesia'];netral
03/04/2020;Selain tenaga medis, saat ini yang perlu kita jaga adalah para petani, nelayan dan mereka2 yg menyediakan sumber pangan untuk kita, jadi jangan kalian bawa virus ini ke kampung. #VirusCoronaindonesia;['#VirusCoronaindonesia'];netral
03/04/2020;"Dan kata Menhub kita kebal Corona karna doyan nasi kucing
#VirusCoronaindonesia
#VirusCoronaindonesia";['#VirusCoronaindonesia'];negatif
03/04/2020;"Bilang aja Pemerintah tidak siap menghadapi Corona
#VirusCoronaindonesia";['#VirusCoronaindonesia'];negatif
13/04/2020;"Salut sih sama Pemerintah Singapura, sangat cermat dan cerdas mengatasi virus yang fenomenal ini. 

#viruscoronaindonesia
#BersatuLawanCovid19
#DirumahAjaJauhiCorona";['#VirusCoronaindonesia'];netral
24/03/2020;Presiden Jokowi memutuskan untuk meniadakan Ujian Nasional Tahun 2020 di semua tingkatan sekolah umum mamupun madrasah. Keputusan itu diambil dalam rapat terbatas terkait pelaksanaan UN 2020 hari ini menyusul persebaran #VirusCoronaIndonesia;['#VirusCoronaindonesia'];netral
24/03/2020;Kaum nyinyir yg suka menari cari untung di atas derita bangsa sendiri. #VirusCoronaIndonesia #Coronapic.twitter.com/XNHK81iNiB;['#VirusCoronaindonesia'];negatif
24/03/2020;Pulihkan Indonesiaku y Allah. Semoga tdk ada lgi yg terkena virus covid-19 ini, & semoga bulan Ramadhan virus ini segera hilang di Indonesia maupun di negara lain yg terdampak.#Staysafe, jaga kebersihan, terus berdoa kepada Tuhan. #VirusCoronaIndonesia #VirusCorona #dirumahajapic.twitter.com/Ofjd2uB0ti;['#VirusCoronaindonesia'];negatif
24/03/2020;"Awalnya liat berita tentang Virus Corona (Covid-19) cuman di tv. Sekarang sudah sampai kampung halaman 
Ini adalah korban di duga terinfeksi Virus Covid-19 warga Cibatuireng - Karangnunggal Kabupaten Tasikmalaya, Jawa Barat. 

#LockdownNow
#COVID19
#VirusCoronaIndonesia pic.twitter.com/MdZrZROvxc";['#VirusCoronaindonesia'];netral
24/03/2020;Pemerintah serius hadapi penyebaran virus #COVID19 #VirusCoronaIndonesia;['#VirusCoronaindonesia'];positif
24/03/2020;Mari kita ikuti instruksi pemerintah dan SOP yg ada  #CoronaIndonesia #VirusCoronaIndonesia #CoronaAlertpic.twitter.com/JkKaCkweX4;['#VirusCoronaindonesia'];positif
24/03/2020;Benar pak, bisa jadi akan lebih banyak yg mati. Semoga badai corona ini segera usai  #CoronaIndonesia #VirusCoronaIndonesia #selasaambyarpic.twitter.com/O0Viog2DvV;['#VirusCoronaindonesia'];netral
18/04/2020;Melihat Semrawutnya Data Korban Dan Segala permasalahan dilapangan Tentang #VirusCoronaindonesia  Rasany a Elok Mengcapkan Terima Kasih Dan Sehat selalu GuB DKI Jakarta Warga DKI sekitarnya @aniesbaswedan BarakALLAhu https://twitter.com/kumparan/status/1251482634640781313 …;['#VirusCoronaindonesia'];positif
18/04/2020;Rumah sakit di kota kecil bakal kelimpungan parah sih kalau pasien corona meningkat. Contohnya di kotaku Sintang, cuma punya ruang isolasi dan ventilator untuk 4 orang. Khawatir sekali!!! #VirusCoronaIndonesia;['#VirusCoronaindonesia'];netral
18/04/2020;"Pemerintah harus perhatikan nasib pekerja seni. (Pekerja seni, Ryan) #wawancara #podcastindonesia #podcasters #pekerjalepas
#pekerjaseni #VirusCoronaindonesia
#COVID19indonesia
#diamdirumahajahttps://anchor.fm/opinisme/episodes/Pemerintah-harus-perhatikan-nasib-pekerja-seni--Pekerja-seni--Ryan-ecud4i …";['#VirusCoronaindonesia'];negatif
11/04/2020;"Bismillahirrohmanirrohim.. Yuk kita do'a bareng agar virus corona segera berlalu dari Indonesia.. Amin ya robbal alamin... 
#Corona #lawancorona #DOA
#COVIDー19 #indonesiasehat #Indonesia #pulih #VirusCoronaindonesia #budiluhuraluminiumhttps://youtu.be/c9FKfWFZL6g ";['#VirusCoronaindonesia'];netral
11/04/2020;"hal positif dalam kondisi sekarang bagi sebagian orang tentunya salahsatunya adalah lebih mengenal diri sendiri lebih, lebih banyak waktu belajar dan merenung, menrekonstruksi ulang visi dan lebih terkoneksi dengan yang Maha Kuat.
#covid19 #VirusCoronaindonesia #viruscorona";['#VirusCoronaindonesia'];netral
11/04/2020;"Semoga Beliau Cepat Mendengar Jeritan TKI di Malaysia..
https://politik.rmol.id/read/2020/04/11/429824/saat-pemilu-sering-nongol-dimana-rusdi-kirana-saat-tki-di-malaysia-kelaparan-karena-corona …
@jokowi @bp2mi_ri @DPR_RI @Kemlu_RI #VirusCoronaindonesia";['#VirusCoronaindonesia'];positif
09/04/2020;Menghina bangsa sendiri, emang dia enak sdh kaya, sdh gk mikir kebutuhan pokok ... #VirusCoronaindonesia;['#VirusCoronaindonesia'];negatif
17/04/2020;Berpikir positif selain meningkatkan semangat produktivitas, ia juga bisa meningkatkan imun tubuh. Bagaimana cara menjaga pikiran tersebut, terlebih di masa-masa mengkhawatirkan seperti ini? #viruscoronaindonesia #positivethinkinghttp://bit.ly/2jN0hqd ;['#VirusCoronaindonesia'];netral
17/04/2020;Sektor pariwisata Indonesia terdampak sangat parah. Semoga pandemi ini cepat selesai. #covid19 #VirusCoronaindonesia https://twitter.com/Google_IDN/status/1251007182734151680 …pic.twitter.com/dsM7bWFKRD;['#VirusCoronaindonesia'];netral
30/03/2020;Emang iya ya dari pemerintahan ada kerahkan petugas untuk semprot disinfektan ke rumah2 warga? Td siang ada yang dtg ngaku2 mau semprot rumah gitu #VirusCoronaindonesia;['#VirusCoronaindonesia'];netral
30/03/2020;"Keputusan Jokowi melakukan pembatasan sosial skala besar yang punya goals sama dengan karantina wilayah, bedanya cuma pemerintah tidak menanggung kebutuhan dasar masyarakat di daerah karantina tersebut. Cerita lengkapnya di sini aja #VirusCoronaindonesia
https://suryarianto.id/ihsg-melemah-dan-keputusan-jokowi-untuk-penanganan-corona/ …";['#VirusCoronaindonesia'];netral
30/03/2020;"Mencermati perang lawan #VirusCoronaindonesia, apa gerangan akar masalah bangsanya? kenapa begitu?.

bgmna pendapatmu?";['#VirusCoronaindonesia'];negatif
30/03/2020;"Tindakan berbohong / menyembunyikan kebenaran / memanage kebenaran (atau apalah namanya) ini sangat KETERLALUAN !!!
Semoga ada yang bisa menghentikan tindakan ini dan mengajukan class action.
#CoronaVirusIndonesia
#VirusCoronaindonesia
#corona
#viruscorona
#coronavirushttps://twitter.com/aqfiazfan/status/1243889255216074752 …";['#VirusCoronaindonesia'];negatif
